Name,Date,Time,Item,Item_Description,Packed,Quantity,Sold,UnitPrice,Profit
Chameli's Pan Shop,2025-07-24,11:20:28,Drinks,International,Yes,8,8,38.39,58.3
Rachana's Pan Shop,2025-07-21,10:38:58,Match Boxes,Local,No,17,15,8.4,23.8
Jhalak's Pan Shop,2025-07-25,14:32:40,Biscuits,Domestic,Yes,29,6,45.91,27.65
Noah's Pan Shop,2025-07-19,09:48:28,Lighters,Local,Yes,63,58,24.06,387.83
Yashica's Pan Shop,2025-08-02,18:56:05,Chewing Gum,International,Yes,85,60,35.45,501.99
Tamanna's Pan Shop,2025-07-30,00:23:11,Jelly,Local,No,63,17,50.22,163.53
Avni's Pan Shop,2025-07-18,05:31:16,Lighters,Local,Yes,22,15,18.3,84.86
Charita's Pan Shop,2025-07-27,20:37:42,Biscuits,Domestic,Yes,66,12,12.32,40.87
Sara's Pan Shop,2025-08-01,12:53:23,Chewing Gum,Domestic,Yes,90,40,16.34,235.3
Chameli's Pan Shop,2025-08-05,03:03:55,Chewing Gum,International,Yes,43,43,36.49,277.93
Rachit's Pan Shop,2025-07-28,10:21:44,Lighters,Local,Yes,18,9,23.69,41.33
Robert's Pan Shop,2025-08-03,15:55:39,Soanpapdi,Local,No,72,61,36.25,686.57
Yochana's Pan Shop,2025-08-05,20:44:19,Biscuits,Domestic,Yes,33,8,14.88,26.31
Lakshit's Pan Shop,2025-07-23,14:28:12,Jelly,Local,No,51,39,5.74,50.56
Falan's Pan Shop,2025-07-11,10:27:13,Lighters,Local,Yes,25,20,52.57,144.06
Faras's Pan Shop,2025-08-03,17:19:30,Biscuits,International,Yes,44,29,53.83,361.28
Yasti's Pan Shop,2025-07-23,10:08:16,Peanuts,Local,No,60,13,12.88,38.86
Leena's Pan Shop,2025-08-06,17:51:30,Drinks,Domestic,Yes,79,64,29.73,430.92
Rushil's Pan Shop,2025-07-20,18:16:22,Lighters,Local,Yes,56,6,26.36,18.64
Dalbir's Pan Shop,2025-08-04,13:40:53,Chips,International,Yes,36,8,49.03,82.6
Isaac's Pan Shop,2025-07-25,22:09:55,Mysorepak,Local,No,95,69,32.14,830.82
Ikshita's Pan Shop,2025-08-01,10:24:59,Drinks,International,Yes,36,31,9.67,52.76
Saksham's Pan Shop,2025-08-07,22:54:49,Drinks,Domestic,Yes,88,82,42.26,1207.18
Baljiwan's Pan Shop,2025-07-16,07:48:32,Cigarettes,International,Yes,59,25,25.69,211.92
Karan's Pan Shop,2025-08-06,18:50:35,Sweets,Local,No,76,36,18.96,164.7
Ati's Pan Shop,2025-07-12,12:45:42,Match Boxes,Local,No,23,16,37.75,178.37
Praneel's Pan Shop,2025-07-15,08:12:07,Match Boxes,Local,No,37,9,36.77,99.85
Kiaan's Pan Shop,2025-07-25,21:41:48,Soda,International,Yes,57,57,12.48,129.78
Madhavi's Pan Shop,2025-07-21,20:27:53,Sweets,Local,No,25,20,4.76,25.63
Viraj's Pan Shop,2025-08-03,00:36:37,Chewing Gum,International,Yes,15,13,16.1,76.41
Ekaja's Pan Shop,2025-07-25,09:36:45,Chewing Gum,Domestic,Yes,88,47,27.89,246.84
Yashawini's Pan Shop,2025-08-01,01:02:45,Lighters,Local,Yes,94,30,16.51,80.24
Tanvi's Pan Shop,2025-07-14,12:27:12,Chips,International,Yes,16,16,19.94,36.88
Samar's Pan Shop,2025-08-08,18:30:51,Match Boxes,Local,No,12,1,52.15,7.92
Warhi's Pan Shop,2025-07-17,05:38:38,Cigarettes,Domestic,Yes,55,37,15.64,223.6
Ganga's Pan Shop,2025-07-17,16:02:18,Peanuts,Local,No,63,9,21.69,65.62
Frederick's Pan Shop,2025-08-03,22:23:34,Jelly,Local,No,39,10,22.2,71.41
Bhavna's Pan Shop,2025-08-07,21:55:29,Lighters,Local,Yes,51,37,19.75,114.1
Kiaan's Pan Shop,2025-07-12,05:10:58,Chocolates,Domestic,Yes,27,21,29.29,223.76
Anamika's Pan Shop,2025-07-28,06:51:18,Jelly,Local,No,83,62,40.66,614.35
Isaiah's Pan Shop,2025-07-30,11:53:52,Chewing Gum,International,Yes,21,15,2.27,11.48
Nilima's Pan Shop,2025-08-06,15:24:05,Match Boxes,Local,No,58,18,45.57,198.49
Frederick's Pan Shop,2025-07-15,05:35:34,Soanpapdi,Local,No,85,25,29.6,290.9
Udarsh's Pan Shop,2025-07-22,11:44:39,Mysorepak,Local,No,29,23,51.65,442.02
Isaiah's Pan Shop,2025-07-25,01:10:26,Soanpapdi,Local,No,77,14,41.44,76.33
Ranveer's Pan Shop,2025-08-01,18:45:39,Mysorepak,Local,No,88,42,31.4,425.4
Yagnesh's Pan Shop,2025-07-20,14:13:59,Chewing Gum,Domestic,Yes,76,47,50.44,465.19
Qabil's Pan Shop,2025-08-05,16:23:59,Lighters,Local,Yes,32,27,29.76,254.82
Anirudh's Pan Shop,2025-07-23,16:36:16,Biscuits,International,Yes,38,33,6.0,41.66
Rushil's Pan Shop,2025-08-05,06:12:43,Jelly,Local,No,30,23,58.85,467.78
Yashica's Pan Shop,2025-07-29,09:45:20,Soanpapdi,Local,No,79,65,28.88,435.38
Yashica's Pan Shop,2025-07-29,00:27:52,Cigarettes,Domestic,Yes,84,5,43.52,59.18
Henry's Pan Shop,2025-07-16,02:28:01,Cigarettes,Domestic,Yes,51,42,38.81,625.07
Mitali's Pan Shop,2025-07-14,03:04:28,Biscuits,Domestic,Yes,89,9,59.63,67.57
Ganga's Pan Shop,2025-07-19,16:13:48,Mysorepak,Local,No,75,10,14.66,27.29
Tejas's Pan Shop,2025-08-03,01:12:49,Chips,International,Yes,30,22,38.9,269.07
Bhavna's Pan Shop,2025-07-12,16:31:14,Soda,Domestic,Yes,55,26,9.46,97.25
Yashica's Pan Shop,2025-08-05,19:06:58,Match Boxes,Local,No,77,18,57.64,214.2
Baljiwan's Pan Shop,2025-07-27,16:49:10,Mysorepak,Local,No,36,13,36.89,187.09
Zilmil's Pan Shop,2025-07-31,05:09:30,Biscuits,Domestic,Yes,37,9,56.16,135.86
Yashica's Pan Shop,2025-07-11,06:05:44,Soanpapdi,Local,No,94,52,37.82,395.36
Kashish's Pan Shop,2025-07-19,05:36:06,Match Boxes,Local,No,80,79,34.16,671.73
Jagat's Pan Shop,2025-08-06,12:07:01,Chocolates,Domestic,Yes,42,15,49.57,192.23
Yasti's Pan Shop,2025-07-24,22:39:45,Mysorepak,Local,No,80,3,18.73,17.59
Charita's Pan Shop,2025-08-07,22:18:35,Chips,Domestic,Yes,79,22,48.42,294.02
Yagnesh's Pan Shop,2025-07-29,22:07:35,Soda,Domestic,Yes,85,70,8.37,124.57
Xavier's Pan Shop,2025-08-06,22:52:49,Cigarettes,International,Yes,21,4,32.53,15.58
Ekavir's Pan Shop,2025-07-31,08:28:48,Biscuits,Domestic,Yes,9,1,31.87,10.57
Advika's Pan Shop,2025-07-28,19:56:46,Chocolates,International,Yes,27,13,4.26,10.65
Yashawini's Pan Shop,2025-07-20,04:43:07,Sweets,Local,No,100,76,11.06,193.92
Yasti's Pan Shop,2025-07-30,03:45:14,Soda,Domestic,Yes,16,14,40.4,61.32
Leela's Pan Shop,2025-07-16,01:44:22,Drinks,International,Yes,68,48,39.16,658.24
Robert's Pan Shop,2025-08-07,04:45:33,Match Boxes,Local,No,15,10,43.12,161.15
Tamanna's Pan Shop,2025-08-06,15:54:17,Mysorepak,Local,No,42,22,25.14,148.47
Aarush's Pan Shop,2025-07-12,21:27:35,Chocolates,International,Yes,42,26,47.62,419.45
Falguni's Pan Shop,2025-07-30,07:27:15,Sweets,Local,No,63,58,15.96,160.11
Oni's Pan Shop,2025-07-18,05:56:50,Chips,International,Yes,75,62,29.09,454.66
Praneel's Pan Shop,2025-08-06,14:00:44,Chocolates,International,Yes,88,76,11.48,238.45
Nandini's Pan Shop,2025-07-12,19:21:53,Chips,Domestic,Yes,88,83,30.81,773.34
Gaurav's Pan Shop,2025-07-13,21:32:03,Soanpapdi,Local,No,30,20,41.72,317.74
Anirudh's Pan Shop,2025-07-28,11:39:20,Soanpapdi,Local,No,77,46,53.53,610.73
Daksha's Pan Shop,2025-07-15,04:01:59,Soda,Domestic,Yes,21,8,58.9,54.93
Faraj's Pan Shop,2025-08-06,03:07:11,Chocolates,International,Yes,62,8,45.08,43.62
Neelima's Pan Shop,2025-08-02,01:19:15,Drinks,International,Yes,67,14,47.09,255.59
Vidhi's Pan Shop,2025-07-25,18:18:55,Chewing Gum,Domestic,Yes,96,56,35.29,462.87
Joshua's Pan Shop,2025-07-24,08:47:46,Lighters,Local,Yes,53,38,16.09,229.59
Omya's Pan Shop,2025-08-04,18:10:06,Match Boxes,Local,No,44,2,20.28,7.08
Finn's Pan Shop,2025-08-03,02:38:03,Biscuits,International,Yes,39,22,33.55,237.22
Abha's Pan Shop,2025-08-01,23:39:45,Cigarettes,International,Yes,55,46,59.87,975.06
Sarthak's Pan Shop,2025-08-07,10:16:18,Match Boxes,Local,No,41,38,14.27,127.59
Tanmayi's Pan Shop,2025-08-02,06:54:20,Match Boxes,Local,No,45,27,35.89,369.17
Qabil's Pan Shop,2025-08-09,04:21:39,Biscuits,International,Yes,31,29,46.19,327.29
Nathaniel's Pan Shop,2025-07-17,15:45:28,Peanuts,Local,No,27,10,41.36,150.61
Yamini's Pan Shop,2025-08-02,11:40:55,Drinks,International,Yes,80,32,27.49,131.35
Abdul's Pan Shop,2025-08-02,03:00:48,Chocolates,Domestic,Yes,73,40,31.95,241.39
Lakshit's Pan Shop,2025-07-11,09:04:22,Chocolates,International,Yes,91,37,13.81,182.61
Bhavna's Pan Shop,2025-07-17,05:14:02,Chewing Gum,International,Yes,64,5,57.28,52.13
Amruta's Pan Shop,2025-07-13,10:19:58,Jelly,Local,No,87,66,26.95,677.37
Udant's Pan Shop,2025-07-17,09:51:08,Lighters,Local,Yes,66,58,47.18,295.22
Wishi's Pan Shop,2025-08-06,06:45:25,Lighters,Local,Yes,74,17,13.23,84.91
Upkaar's Pan Shop,2025-07-31,07:33:42,Soanpapdi,Local,No,71,55,30.27,238.29
Lakshit's Pan Shop,2025-07-19,08:10:48,Cigarettes,International,Yes,11,10,20.42,42.33
Qabil's Pan Shop,2025-07-19,05:07:44,Soda,International,Yes,37,11,25.2,29.72
Aarna's Pan Shop,2025-08-09,02:46:42,Cigarettes,Domestic,Yes,20,20,6.69,50.75
Hemani's Pan Shop,2025-07-20,21:03:22,Soda,International,Yes,41,23,59.87,292.49
Bahadurjit's Pan Shop,2025-08-05,14:16:06,Cigarettes,International,Yes,54,16,17.87,73.09
Jackson's Pan Shop,2025-07-20,16:39:03,Lighters,Local,Yes,75,18,11.16,52.22
Owen's Pan Shop,2025-07-14,17:35:23,Chips,International,Yes,73,52,4.63,47.35
Manthan's Pan Shop,2025-07-31,17:41:32,Soanpapdi,Local,No,52,50,3.84,56.19
Vasudha's Pan Shop,2025-07-19,21:42:55,Cigarettes,International,Yes,25,16,46.25,181.3
Eesha's Pan Shop,2025-07-13,23:25:05,Chips,International,Yes,22,13,5.03,23.76
Kamya's Pan Shop,2025-08-05,20:23:03,Match Boxes,Local,No,57,50,3.65,30.35
Abdul's Pan Shop,2025-07-27,01:33:46,Soda,Domestic,Yes,67,6,16.19,31.03
Lipika's Pan Shop,2025-08-08,00:22:18,Match Boxes,Local,No,38,20,35.93,207.75
Karan's Pan Shop,2025-07-13,07:47:44,Peanuts,Local,No,88,36,36.22,160.28
Sara's Pan Shop,2025-07-16,04:58:18,Soda,Domestic,Yes,72,66,6.16,77.21
Yachana's Pan Shop,2025-07-19,00:21:07,Match Boxes,Local,No,75,34,52.98,359.27
Tejas's Pan Shop,2025-07-25,21:26:10,Peanuts,Local,No,61,33,31.22,150.52
Owen's Pan Shop,2025-07-12,08:31:04,Cigarettes,Domestic,Yes,67,1,23.26,7.17
Nandini's Pan Shop,2025-07-23,04:45:27,Lighters,Local,Yes,83,83,39.77,661.57
Wishi's Pan Shop,2025-07-12,01:53:21,Jelly,Local,No,75,7,39.79,64.55
Triveni's Pan Shop,2025-07-24,21:57:31,Chocolates,Domestic,Yes,14,4,12.04,7.42
Owen's Pan Shop,2025-08-09,18:16:21,Jelly,Local,No,9,4,46.33,68.03
Nandini's Pan Shop,2025-08-02,21:28:03,Mysorepak,Local,No,85,80,23.77,207.72
Yauvani's Pan Shop,2025-08-01,11:17:42,Peanuts,Local,No,16,3,29.99,35.11
Jagrati's Pan Shop,2025-08-01,06:29:18,Match Boxes,Local,No,96,10,49.55,161.31
Yasti's Pan Shop,2025-07-12,14:56:59,Soda,International,Yes,82,58,30.3,657.28
Hemal's Pan Shop,2025-07-27,12:03:27,Sweets,Local,No,17,6,32.85,60.77
Andrew's Pan Shop,2025-07-15,22:09:51,Chips,International,Yes,31,30,10.68,96.41
Raagini's Pan Shop,2025-08-08,20:52:23,Chewing Gum,Domestic,Yes,6,5,56.34,44.38
Rohan's Pan Shop,2025-07-17,06:09:49,Chocolates,International,Yes,10,5,3.2,5.59
Ranveer's Pan Shop,2025-07-18,16:35:06,Mysorepak,Local,No,76,63,4.0,77.63
Mitali's Pan Shop,2025-08-05,22:36:51,Chewing Gum,Domestic,Yes,11,6,15.53,14.53
Jackson's Pan Shop,2025-08-04,17:20:37,Match Boxes,Local,No,80,38,27.36,332.25
Agastya's Pan Shop,2025-08-08,08:22:46,Chocolates,Domestic,Yes,69,50,15.59,233.44
Hemal's Pan Shop,2025-08-05,04:07:02,Match Boxes,Local,No,14,11,5.31,16.67
Siya's Pan Shop,2025-07-19,06:04:44,Drinks,International,Yes,54,24,30.66,243.98
Jai's Pan Shop,2025-07-25,09:19:03,Chewing Gum,Domestic,Yes,80,52,36.82,415.55
Jairaj's Pan Shop,2025-07-14,01:09:00,Mysorepak,Local,No,21,9,46.63,93.93
Owen's Pan Shop,2025-08-06,01:21:37,Chips,Domestic,Yes,70,21,47.1,310.95
Michael's Pan Shop,2025-07-23,17:27:28,Chips,Domestic,Yes,41,13,31.19,102.93
Zayyan's Pan Shop,2025-07-14,07:50:30,Jelly,Local,No,41,19,43.08,287.06
Tanvi's Pan Shop,2025-07-19,17:48:56,Sweets,Local,No,58,31,48.01,414.03
Kiaan's Pan Shop,2025-08-09,00:38:00,Match Boxes,Local,No,45,11,5.33,17.5
Faqid's Pan Shop,2025-07-20,02:22:56,Mysorepak,Local,No,47,40,31.5,365.96
Maya's Pan Shop,2025-07-28,08:22:25,Drinks,International,Yes,76,11,33.99,73.7
Jeevika's Pan Shop,2025-07-29,15:33:36,Biscuits,Domestic,Yes,30,3,16.29,17.43
Kamya's Pan Shop,2025-08-06,06:29:42,Jelly,Local,No,49,7,40.83,91.8
Viraj's Pan Shop,2025-07-18,13:48:03,Biscuits,International,Yes,49,15,48.18,264.21
Kritika's Pan Shop,2025-07-12,19:37:44,Match Boxes,Local,No,83,19,48.34,366.84
Frederick's Pan Shop,2025-07-14,01:18:46,Mysorepak,Local,No,15,14,39.44,195.49
Jasmit's Pan Shop,2025-08-06,19:32:34,Chocolates,Domestic,Yes,94,55,42.25,676.51
Faraj's Pan Shop,2025-07-27,03:00:23,Lighters,Local,Yes,29,7,9.86,8.66
Banjeet's Pan Shop,2025-07-22,05:07:46,Lighters,Local,Yes,80,79,21.8,293.4
Noah's Pan Shop,2025-07-22,21:19:26,Biscuits,International,Yes,76,29,41.98,297.94
Meghana's Pan Shop,2025-07-12,22:35:51,Chocolates,Domestic,Yes,26,14,17.32,62.8
Yamini's Pan Shop,2025-08-05,02:05:34,Lighters,Local,Yes,83,71,26.62,558.84
Sneha's Pan Shop,2025-08-06,06:25:52,Peanuts,Local,No,89,33,45.59,415.43
Osha's Pan Shop,2025-07-12,22:13:10,Soanpapdi,Local,No,98,51,8.07,91.37
Adya's Pan Shop,2025-07-25,14:49:33,Chocolates,Domestic,Yes,95,89,14.1,190.58
Tanvi's Pan Shop,2025-07-22,00:03:21,Peanuts,Local,No,15,1,57.23,22.09
Ishani's Pan Shop,2025-08-05,07:21:10,Match Boxes,Local,No,20,20,18.07,53.27
Faras's Pan Shop,2025-07-24,13:23:55,Peanuts,Local,No,55,9,21.72,51.1
Oni's Pan Shop,2025-08-06,01:30:19,Biscuits,International,Yes,80,46,53.1,701.56
Abha's Pan Shop,2025-07-30,06:21:43,Mysorepak,Local,No,28,28,8.06,28.43
Triveni's Pan Shop,2025-07-11,00:57:53,Biscuits,International,Yes,76,20,56.35,421.67
Jeevika's Pan Shop,2025-07-15,01:13:09,Cigarettes,Domestic,Yes,21,18,26.0,111.0
Umang's Pan Shop,2025-07-19,10:16:34,Lighters,Local,Yes,76,72,46.05,644.98
Hemani's Pan Shop,2025-07-17,03:57:44,Sweets,Local,No,71,35,33.36,199.5
Dipta's Pan Shop,2025-07-15,07:40:01,Lighters,Local,Yes,69,58,39.45,813.38
Aarna's Pan Shop,2025-08-05,03:19:41,Sweets,Local,No,56,41,12.14,182.1
Mahika's Pan Shop,2025-08-01,22:20:44,Chips,International,Yes,92,71,15.72,172.72
Vincent's Pan Shop,2025-08-02,05:53:32,Jelly,Local,No,81,80,10.82,153.71
Bhavya's Pan Shop,2025-07-25,16:08:03,Chewing Gum,International,Yes,35,12,43.8,146.16
Tripti's Pan Shop,2025-07-31,01:45:27,Soda,Domestic,Yes,67,34,26.26,167.39
Viraj's Pan Shop,2025-07-29,01:15:48,Match Boxes,Local,No,60,44,5.83,37.16
Triya's Pan Shop,2025-08-02,06:46:24,Chips,International,Yes,59,19,16.8,46.3
William's Pan Shop,2025-07-20,14:22:21,Soda,International,Yes,33,27,55.95,207.38
Victor's Pan Shop,2025-07-27,04:26:55,Jelly,Local,No,84,56,15.03,323.91
Mahika's Pan Shop,2025-08-09,05:42:05,Chips,Domestic,Yes,31,7,54.55,124.73
Michael's Pan Shop,2025-08-08,18:11:49,Lighters,Local,Yes,91,1,59.68,23.6
Yamini's Pan Shop,2025-07-28,19:00:00,Lighters,Local,Yes,24,17,41.0,111.34
Aarnav's Pan Shop,2025-07-29,21:17:14,Chocolates,International,Yes,65,5,49.2,54.37
Pranav's Pan Shop,2025-07-29,01:50:45,Cigarettes,Domestic,Yes,39,24,21.97,183.76
Nandini's Pan Shop,2025-08-04,00:47:35,Chips,International,Yes,87,63,28.56,335.01
Maya's Pan Shop,2025-07-29,04:17:47,Lighters,Local,Yes,54,16,48.46,148.58
Ekavir's Pan Shop,2025-07-28,11:57:37,Cigarettes,International,Yes,69,32,39.64,502.63
Laksh's Pan Shop,2025-08-08,00:23:17,Chocolates,International,Yes,41,26,29.34,133.16
Qabil's Pan Shop,2025-07-11,02:52:41,Sweets,Local,No,17,11,55.72,179.29
Manya's Pan Shop,2025-08-07,06:39:44,Chewing Gum,Domestic,Yes,85,22,11.27,61.15
Barkha's Pan Shop,2025-07-16,16:42:39,Match Boxes,Local,No,44,4,32.41,30.7
Ganga's Pan Shop,2025-07-14,19:32:56,Sweets,Local,No,94,28,37.93,175.69
Rachana's Pan Shop,2025-08-01,06:40:00,Soanpapdi,Local,No,41,11,21.03,38.19
Ganga's Pan Shop,2025-07-29,08:29:26,Drinks,International,Yes,55,25,25.87,110.35
Nilima's Pan Shop,2025-07-26,19:14:15,Drinks,International,Yes,25,15,6.48,16.45
Ekanta's Pan Shop,2025-07-26,09:39:40,Soda,International,Yes,21,9,2.36,7.55
Charita's Pan Shop,2025-07-23,06:32:07,Mysorepak,Local,No,88,34,10.15,51.32
Krish's Pan Shop,2025-08-02,01:11:59,Lighters,Local,Yes,12,12,50.97,243.03
Ridhi's Pan Shop,2025-07-11,04:38:54,Lighters,Local,Yes,33,1,47.85,18.56
Yatin's Pan Shop,2025-07-12,07:02:26,Cigarettes,Domestic,Yes,17,8,50.98,116.71
Warhi's Pan Shop,2025-08-06,18:00:07,Chewing Gum,Domestic,Yes,52,22,4.46,30.63
Ridhi's Pan Shop,2025-08-09,20:00:21,Soda,International,Yes,6,2,21.44,4.8
Jai's Pan Shop,2025-07-18,05:56:50,Sweets,Local,No,25,13,53.96,98.69
Tripti's Pan Shop,2025-08-04,18:54:40,Match Boxes,Local,No,77,34,37.73,329.4
Chanchal's Pan Shop,2025-07-27,09:14:52,Soda,International,Yes,29,29,9.15,96.39
Charita's Pan Shop,2025-07-14,08:08:24,Cigarettes,Domestic,Yes,11,9,16.72,58.7
Ojasvi's Pan Shop,2025-08-04,12:58:17,Chocolates,International,Yes,30,10,32.18,117.46
Maanas's Pan Shop,2025-07-20,12:53:23,Soda,International,Yes,61,33,14.31,168.42
Damyanti's Pan Shop,2025-08-03,03:29:47,Biscuits,International,Yes,23,14,18.69,61.44
Kiaan's Pan Shop,2025-07-30,10:31:07,Lighters,Local,Yes,45,10,2.03,2.82
Harrison's Pan Shop,2025-07-22,15:09:32,Cigarettes,Domestic,Yes,30,14,39.66,129.31
Samarth's Pan Shop,2025-07-27,07:09:26,Sweets,Local,No,45,12,35.0,158.12
Hredhaan's Pan Shop,2025-07-28,05:17:57,Chocolates,Domestic,Yes,63,5,44.44,64.6
Nilima's Pan Shop,2025-07-26,09:32:45,Peanuts,Local,No,47,32,34.77,113.82
Viraj's Pan Shop,2025-08-04,00:01:00,Soda,International,Yes,63,16,29.44,114.98
Radhika's Pan Shop,2025-07-29,17:56:31,Soda,International,Yes,99,17,41.54,180.86
Nicholas's Pan Shop,2025-07-31,02:25:06,Chocolates,Domestic,Yes,49,20,5.69,41.27
Qabil's Pan Shop,2025-07-28,02:45:39,Drinks,International,Yes,27,20,26.3,165.37
Luke's Pan Shop,2025-07-17,00:21:12,Lighters,Local,Yes,90,70,3.8,70.26
Robert's Pan Shop,2025-07-29,07:26:49,Drinks,Domestic,Yes,63,39,54.15,456.84
Devika's Pan Shop,2025-07-12,14:09:03,Match Boxes,Local,No,24,24,21.09,130.44
Yashawini's Pan Shop,2025-07-13,00:30:15,Soda,International,Yes,79,60,20.53,386.77
Upma's Pan Shop,2025-07-13,20:12:13,Match Boxes,Local,No,54,14,17.78,47.02
Xavier's Pan Shop,2025-08-02,10:35:13,Soda,International,Yes,34,4,42.39,52.82
Upma's Pan Shop,2025-07-26,08:36:44,Chocolates,International,Yes,34,31,47.72,511.48
Praneel's Pan Shop,2025-07-14,22:29:53,Mysorepak,Local,No,74,14,51.66,168.43
Vidhi's Pan Shop,2025-07-11,20:45:11,Chocolates,International,Yes,61,60,8.56,185.49
Yasti's Pan Shop,2025-07-28,09:58:46,Chewing Gum,International,Yes,18,3,25.84,15.64
Yamini's Pan Shop,2025-07-26,17:39:30,Match Boxes,Local,No,43,23,54.76,457.61
Charita's Pan Shop,2025-08-05,15:35:25,Soanpapdi,Local,No,6,3,42.72,39.91
Qabil's Pan Shop,2025-07-24,08:45:56,Chocolates,International,Yes,60,46,57.7,842.68
Falguni's Pan Shop,2025-07-18,00:20:28,Lighters,Local,Yes,68,54,17.61,320.44
Urvashi's Pan Shop,2025-08-09,09:21:59,Peanuts,Local,No,68,41,52.5,287.79
Adweta's Pan Shop,2025-07-21,22:38:41,Jelly,Local,No,36,12,18.28,60.19
Quincy's Pan Shop,2025-07-17,15:28:37,Mysorepak,Local,No,77,18,50.88,241.49
Christopher's Pan Shop,2025-07-13,05:08:11,Chips,International,Yes,41,36,48.12,679.35
Neelima's Pan Shop,2025-08-06,22:48:35,Chocolates,Domestic,Yes,21,8,24.49,23.87
Quincy's Pan Shop,2025-07-11,15:34:00,Peanuts,Local,No,71,46,15.1,192.38
Ekavir's Pan Shop,2025-08-02,22:02:15,Chewing Gum,International,Yes,6,2,39.02,22.53
Rachana's Pan Shop,2025-07-28,21:51:18,Soanpapdi,Local,No,81,29,25.86,84.49
Nicholas's Pan Shop,2025-08-02,06:26:55,Biscuits,Domestic,Yes,71,6,30.34,43.87
Qabil's Pan Shop,2025-07-26,05:47:25,Soda,International,Yes,62,46,52.36,317.43
Abha's Pan Shop,2025-08-09,04:12:27,Chips,Domestic,Yes,5,5,10.62,18.73
Daksh's Pan Shop,2025-08-05,05:40:29,Chips,Domestic,Yes,77,68,34.46,551.39
Tanmayi's Pan Shop,2025-07-15,22:00:55,Soanpapdi,Local,No,60,21,44.16,364.05
Xavier's Pan Shop,2025-08-01,14:26:29,Drinks,International,Yes,66,16,41.05,80.04
Chameli's Pan Shop,2025-07-16,16:58:40,Peanuts,Local,No,93,50,31.6,225.14
Tripti's Pan Shop,2025-08-06,02:44:16,Mysorepak,Local,No,45,44,53.91,506.5
Manbir's Pan Shop,2025-08-03,20:22:09,Chips,International,Yes,58,54,53.92,629.96
Samesh's Pan Shop,2025-08-07,14:36:18,Mysorepak,Local,No,58,14,26.74,135.04
Guneet's Pan Shop,2025-08-05,08:45:55,Biscuits,International,Yes,8,8,32.67,42.91
Upma's Pan Shop,2025-07-29,16:57:45,Soanpapdi,Local,No,62,56,42.2,615.21
Rachit's Pan Shop,2025-07-28,06:15:55,Match Boxes,Local,No,69,39,34.6,318.63
Frederick's Pan Shop,2025-08-05,18:40:29,Lighters,Local,Yes,23,1,36.93,7.42
Qabil's Pan Shop,2025-07-11,13:46:43,Mysorepak,Local,No,33,18,4.88,18.13
Quincy's Pan Shop,2025-08-04,06:02:55,Chips,International,Yes,97,69,20.25,433.4
Ekaja's Pan Shop,2025-08-02,21:09:05,Soanpapdi,Local,No,13,13,54.32,105.6
Meghana's Pan Shop,2025-07-29,05:33:37,Sweets,Local,No,58,11,8.59,30.8
Adweta's Pan Shop,2025-07-20,08:20:54,Lighters,Local,Yes,81,78,20.79,358.69
Isaac's Pan Shop,2025-07-12,03:01:35,Drinks,Domestic,Yes,16,8,9.41,11.6
Kashvi's Pan Shop,2025-07-19,06:54:55,Chips,International,Yes,71,70,36.95,431.55
Wishi's Pan Shop,2025-08-02,23:46:17,Chocolates,International,Yes,13,7,15.81,40.69
Gaurangi's Pan Shop,2025-08-02,13:51:22,Peanuts,Local,No,16,2,57.13,32.62
Harrison's Pan Shop,2025-07-29,00:35:14,Jelly,Local,No,49,24,20.01,128.46
Samarth's Pan Shop,2025-07-26,12:56:32,Lighters,Local,Yes,61,55,14.79,169.73
Viraj's Pan Shop,2025-08-01,03:07:27,Drinks,International,Yes,11,5,39.56,50.09
Praneel's Pan Shop,2025-07-14,09:52:51,Chips,International,Yes,38,31,52.34,529.52
Tanvi's Pan Shop,2025-07-20,22:19:28,Cigarettes,Domestic,Yes,47,40,44.04,470.19
Oni's Pan Shop,2025-07-19,06:48:27,Cigarettes,Domestic,Yes,32,24,3.82,32.5
Charita's Pan Shop,2025-07-14,22:03:19,Biscuits,Domestic,Yes,12,10,54.98,210.01
Qabil's Pan Shop,2025-08-08,13:47:30,Biscuits,International,Yes,70,17,9.78,20.02
Maya's Pan Shop,2025-07-23,08:36:09,Lighters,Local,Yes,77,37,43.68,468.8
Hredhaan's Pan Shop,2025-07-29,05:53:18,Chewing Gum,International,Yes,91,14,22.4,94.27
Janya's Pan Shop,2025-07-16,16:43:59,Lighters,Local,Yes,74,19,28.0,177.1
Vaishnavi's Pan Shop,2025-08-06,11:28:16,Cigarettes,International,Yes,14,10,58.12,231.73
Aarini's Pan Shop,2025-08-03,11:56:38,Jelly,Local,No,12,5,37.79,63.58
Harsh's Pan Shop,2025-08-09,11:59:33,Cigarettes,International,Yes,79,71,47.63,1043.71
Warinder's Pan Shop,2025-07-19,16:16:52,Biscuits,Domestic,Yes,26,22,41.49,228.79
Siddharth's Pan Shop,2025-08-03,05:35:38,Mysorepak,Local,No,36,17,59.24,258.15
Quincy's Pan Shop,2025-07-22,23:59:28,Soanpapdi,Local,No,58,36,8.92,104.27
Guneet's Pan Shop,2025-07-20,02:17:44,Chewing Gum,Domestic,Yes,94,48,22.0,308.16
Samarth's Pan Shop,2025-07-29,16:10:27,Biscuits,Domestic,Yes,70,20,55.92,358.04
